,0
Atelectasis,0.7640405480665462
Cardiomegaly,0.8688016560845288
Consolidation,0.7414463893215323
Edema,0.819014170522197
Effusion,0.8266651140971889
Emphysema,0.9003715707051095
Fibrosis,0.7917335683630936
Hernia,0.9167947714992732
Infiltration,0.6836861810206736
Mass,0.8068725909785376
Nodule,0.7553904795953964
Pleural_Thickening,0.7680069407884134
Pneumonia,0.7119798123458841
Pneumothorax,0.859443614715553
macro,0.8010176720074236
